"","MOLM13_2W_2","MOLM13_WT_1","MV4_11_6W_1","MV4_11_WT_1","OCI_6W_2","OCI_WT_1","MOLM13_2W_3","MOLM13_6W_1","MOLM13_6W_2","MOLM13_6W_3","MOLM13_WT_2","MOLM13_WT_3","MV4_11_2W_1","MV4_11_2W_2","MV4_11_2W_3","MV4_11_6W_2","MV4_11_6W_3","MV4_11_WT_2","MV4_11_WT_3","OCI_2W_1","OCI_2W_2","OCI_2W_3","OCI_6W_1","OCI_6W_3","OCI_WT_2","OCI_WT_3"
"Q6PIJ6",0.90996,0.93957,0.92434,0.94071,0.88777,0.91272,0.91719,0.93012,0.93029,0.91036,0.93574,0.93891,0.94582,0.93359,0.94467,0.93361,0.94847,0.9409,0.94176,0.90837,0.9023,0.89449,0.90542,0.88903,0.91541,0.90817
"Q6PIU2",1.02147,1.01315,1.01878,1.01185,1.06839,1.05799,1.01703,1.01078,1.01652,1.01724,1.01566,1.01617,1.02056,1.00814,1.01805,1.00814,1.00553,1.01141,1.00531,1.06813,1.06107,1.06317,1.07766,1.06184,1.06008,1.05718
"Q6PIW4",0.91194,0.91672,0.9173,0.86056,0.91598,0.92953,0.90988,0.90913,0.92161,0.91596,0.90269,0.89216,0.9103,0.86601,0.81492,0.8754,0.886403320656117,0.90752,0.88412,0.91113,0.91154,0.91145,0.88968,0.89688,0.93477,0.93203
"Q6PIY7",0.93295,0.94973,0.93242,0.92135,0.93674,0.91736,0.92441,0.94452,0.96048,0.96448,0.94923,0.95289,0.93267,0.923,0.9143,0.92305,0.92772,0.93566,0.92963,0.91299,0.91448,0.92319,0.925,0.93047,0.93519,0.93809
"Q6PJ61",0.91058,0.91469,0.91015,0.91397,0.90117,0.889412735873101,0.91773,0.91433,0.88522,0.91354,0.90528,0.89042,0.89409,0.87964,0.88186,0.88021,0.8971,0.92125,0.92407,0.8841,0.88436,0.8803,0.88361,0.88025,0.88733,0.89237
"Q6PJ69",1.0214,1.02995,1.03702,1.04205,1.03997,1.0338,1.03717,1.0301,1.0241,1.01942,1.02474,1.02878,1.04923,1.04618,1.04102,1.04407,1.04909,1.0397,1.04401,1.04433,1.04588,1.04883,1.03993,1.03504,1.03471,1.02922
"Q6PJG2",0.97766,0.97433,0.97306,0.97455,0.98423,0.99395,0.98332,0.98029,0.93975,0.98387,0.97414,0.97503,0.98683,0.97909,0.98327,0.97542,0.97985,0.97943,0.97371,1.01051,1.00948,1.00625,1.00222,0.97747,0.99815,0.99288
"Q6PJG6",1.0244,1.03022,1.02204,1.03717,1.01624,1.01793,1.02614,1.02156,1.02646,1.02942,1.02317,1.02493,1.03067,1.02751,1.02747,1.01955,1.03017,1.03805,1.04237,1.02346,1.02276,1.02212,1.0109,1.02122,1.02396,1.02096
"Q6PJI9",0.93487,0.92731,0.908,0.91602,0.94931,0.91885,0.92461,0.90921,0.93116,0.93167,0.90755,0.91741,0.90727,0.89025,0.90684,0.91113,0.89572,0.91421,0.9154,0.89939,0.90621,0.92488,0.92233,0.93157,0.90757,0.91756
"Q6PJT7",1.03854,1.03735,1.04501,1.0387,1.01669,1.02856,1.04264,1.03805,1.01529,1.04728,1.03974,1.03962,1.04613,1.04442,1.04289,1.04094,1.04619,1.04508,1.04748,1.03316,1.03324,1.03382,1.0229,1.01101,1.04188,1.04046
"Q6PK04",0.97351,0.98,0.97605,0.97632,0.98327,0.98726,0.96869,0.96379,0.9767,0.96679,0.97105,0.96411,0.95256,0.95633,0.97884,0.96887,0.96699,0.95719,0.96477,0.98592,0.99135,0.98669,0.9731,0.97245,0.98522,0.98276
"Q6PK18",0.92896,0.94114,0.9581,0.92649,0.93656,0.9299,0.93006,0.93784,0.94816,0.93906,0.95083,0.95303,0.91111,0.91981,0.93392,0.92295,0.91287,0.92456,0.929829099197825,0.91326,0.90823,0.93722,0.94531,0.93833,0.926108256844553,0.92969
"Q6PKC3",0.88653,0.87865,0.88922,0.88848,0.90438,0.90351,0.87437,0.8835,0.87468,0.88823,0.88085,0.88724,0.89637,0.88693,0.90418,0.89304,0.89458,0.90205,0.90618,0.8932,0.88929,0.89277,0.89938,0.90685,0.9066,0.9046
"Q6PKG0",1.25456,1.26967,1.26557,1.2453,1.24532,1.2446,1.25035,1.26624,1.27074,1.26787,1.26639,1.26436,1.23899,1.24188,1.24157,1.2394,1.24263,1.23861,1.24521,1.23614,1.24058,1.24336,1.24247,1.24832,1.24727,1.24699
"Q6PL18",1.14528,1.15722,1.13767,1.11248,1.12548,1.12881,1.14891,1.13817,1.13691,1.14333,1.16001,1.16103,1.12252,1.12154,1.11546,1.10974,1.13291,1.1295,1.1291,1.14019,1.146,1.14325,1.13365,1.11268,1.15169,1.15008
"Q6PL24",1.00825,0.9904,1.00939,1.04851,1.03641,1.05192,1.02063,1.02555,1.00598,1.02306,1.0204,1.00253,1.04927,1.06674,1.06157,1.05335,1.04868,1.03893,1.03801,1.05256,1.05087,1.06002,1.03695,1.01029,1.06338,1.06196
"Q6PML9",0.90042,0.89173,0.89297,0.91974,0.87568,0.89859,0.90289,0.88623,0.89762,0.8872,0.88578,0.90133,0.9397,0.92622,0.92309,0.91557,0.92039,0.91797,0.92711,0.87368,0.87305,0.89931,0.8967,0.89102,0.90969,0.8939
"Q6Q0C0",0.91198,0.90141,0.88982,0.92179,0.91889,0.90318,0.89877,0.90692,0.91151,0.9019,0.89221,0.90787,0.91875,0.91665,0.91864,0.90435,0.91417,0.91511,0.91785,0.91889,0.92042,0.91454,0.91073,0.91373,0.91521,0.90918
"Q6QNY0",1.04664,1.0353,1.03911,1.03709,1.04383,1.03948,1.05121,1.03994,1.03643,1.04273,1.04607,1.04075,1.03534,1.02579,1.03821,1.03441,1.03257,1.0298,1.03731,1.0459,1.04922,1.04757,1.04691,1.04372,1.04942,1.04564
"Q6QNY1",0.97238,0.96003,0.97316,0.95984,0.95499,0.94511,0.96798,0.9534,0.94951,0.95253,0.94608,0.95383,0.95242,0.94771,0.97569,0.95848,0.95512,0.93581,0.95146,0.93856,0.94882,0.946901576001314,0.95504,0.92962,0.93382,0.92997
"Q6R327",0.93617,0.93365,0.93414,0.92061,0.94401,0.95052,0.93693,0.94551,0.95039,0.94973,0.9279,0.93521,0.93825,0.94411,0.93035,0.92603,0.93173,0.92401,0.91741,0.94978,0.96039,0.94398,0.96712,0.9551,0.9421,0.93405
"Q6RFH5",1.07116,1.0774,1.07232,1.05559,1.05417,1.05383,1.07242,1.06885,1.06912,1.07993,1.07571,1.07082,1.04802,1.04788,1.04529,1.04612,1.05572,1.05833,1.06185,1.05274,1.04894,1.05342,1.047,1.04878,1.0595,1.05982
"Q6RW13",0.97286,0.96647,0.96644,1.01043,1.01494,1.02434,0.96052,0.96108,0.94177,0.94994,0.95941,0.96182,1.02366,1.02197,1.02114,0.99797,1.01807,1.00807,1.00207,1.01889,1.01657,1.0241,1.03054,1.0197,1.02122,1.02157
"Q6S8J3",1.30496,1.31171,1.29914,1.30713,1.30267,1.31021,1.31415,1.31236,1.30361,1.2837,1.31886,1.31073,1.30506,1.31776,1.30867,1.30815,1.29865,1.29945,1.30304,1.30898,1.29824,1.30555,1.31901,1.30441,1.31256,1.30369
"Q6SPF0",0.99506,0.99102,0.98645,0.95087,0.97724,0.96474,0.98843,0.99106,0.98457,0.99789,0.98783,0.99297,0.96053,0.95189,0.9532,0.96077,0.97839,0.97354,0.96469,0.9821,0.98352,0.9814,0.96936,0.97136,0.97993,0.97866
"Q6T4P5",0.98296,1,0.96577,0.98997,0.88141,0.92481,0.98103,0.97828,0.97063,0.97962,1.00576,1.00643,0.97568,0.97253,0.9778,0.98186,0.96949,0.99045,0.98869,0.91216,0.89517,0.89208,0.91724,0.92459,0.93979,0.91342
"Q6UB35",1.11365,1.12621,1.08873,1.06277,1.06145,1.05969,1.11291,1.10431,1.10744,1.10642,1.11084,1.11542,1.05974,1.05574,1.03907,1.03077,1.05084,1.06867,1.06953,1.05608,1.06305,1.06294,1.04152,1.05203,1.07065,1.06626
"Q6UB99",0.86575,0.86555,0.87189,0.86829,0.87186,0.85608,0.87814,0.87196,0.87217,0.87785,0.85713,0.87111,0.87038,0.85939,0.87669,0.86474,0.86525,0.85404,0.86157,0.87187,0.87421,0.86099,0.87272,0.87026,0.88237,0.8774
"Q6ULP2",0.98734,0.97173,0.98163,0.99183,0.97065,0.98067,0.98104,0.98726,0.98589,0.97613,0.97978,0.97939,0.9985,0.98593,1.00023,0.99922,0.99508,0.99293,0.99277,0.975,0.95713,0.96158,0.979,0.98626,0.97969,0.97662
"Q6UN15",1.10936,1.10155,1.10454,1.09139,1.07901,1.08506,1.09887,1.10249,1.08968,1.09688,1.09895,1.10241,1.07878,1.07933,1.09359,1.08212,1.08638,1.0742,1.07767,1.08186,1.08018,1.07634,1.08808,1.08049,1.0751,1.06885
"Q6UUV7",0.92675,0.92238,0.91609,0.88608,0.92345,0.89453,0.91403,0.91365,0.88143,0.95422,0.94365,0.94212,0.90257,0.88553,0.89617,0.89533,0.88044,0.87172,0.89804,0.89382,0.90743,0.90169,0.905423206595356,0.90609,0.90478,0.90777
"Q6UUV9",1.00616,1.00242,0.99796,1.02704,0.99206,0.98872,1.00409,1.00729,0.97601,1.00335,0.99811,1.00122,1.02149,1.02057,1.03622,1.02225,1.02145,1.00929,1.01121,0.98528,0.98923,0.98707,0.98343,0.97631,0.9833,0.9812
"Q6UVJ0",0.92181,0.9315,0.92833,0.91245,0.88767,0.91951,0.92254,0.94227,0.92719,0.92281,0.9378,0.94377,0.90143,0.91707,0.91407,0.89008,0.90799,0.91874,0.92215,0.91419,0.89844,0.89974,0.90037,0.89342,0.91936,0.91886
"Q6UW02",0.96272,0.95798,0.95149,0.94913,0.93795,0.95243,0.95734,0.96225,0.9802,0.95931,0.96117,0.96299,0.94917,0.94276,0.94823,0.949,0.9484,0.95264,0.95125,0.97915,0.95538,0.95836,0.95376,0.96338,0.96959,0.95466
"Q6UW68",1.12155,1.12294,1.09511,1.09155,1.07413,1.06594,1.11539,1.10492,1.09908,1.11076,1.12666,1.12293,1.10053,1.08746,1.08353,1.08941,1.09415,1.10132,1.10367,1.05386,1.04765,1.06318,1.0515,1.0554,1.07159,1.07412
"Q6UW78",1.01047,1.01673,1.01204,1.01314,0.97102,1.00118,1.00686210516881,1.01486,0.96778,0.998966490857314,1.02048,1.01417,1.01327669457465,1.02215,1.01531575429793,1.01233,1.00264,1.01073,1.00617,0.99319,0.97203,0.9816,0.99109,0.98349,0.99111,0.98319
"Q6UWD8",1.05805,1.04061,1.04097,1.03298,1.02455,1.03018,1.04573,1.04624,1.05289,1.04071,1.04109,1.04486,1.02774,1.02514,1.03919,1.0266,1.02835,1.02499,1.02669,1.0352,1.03243,1.02986,1.02667,1.03602,1.03271,1.02707
"Q6UWE0",0.98571,0.98846,0.99906,0.97934,1.01044,1.00598,0.99315,0.99455,0.99998,1.00675,0.9854,0.98325,0.98815,0.98682,0.98575,0.98319,0.98695,0.98973,0.9876,1.00403,1.00361,1.01191,1.0106,1.01452,1.00263,1.00607
"Q6UWL2",0.837733280440414,0.833377418826374,0.82304,0.83079,0.84392,0.82597,0.82926,0.83064,0.8582,0.83706,0.81319,0.83198,0.8755,0.85095,0.85952,0.84604,0.84731,0.86459,0.86035,0.82185,0.80714,0.83781,0.84458,0.83563,0.85344,0.85775
"Q6UWP2",0.92764,0.92736,0.949,0.91358,0.9283,0.91063,0.90963,0.93419,0.92212,0.94186,0.94475,0.93309,0.91181,0.91565,0.916372938217176,0.9166,0.91293,0.92189,0.92637,0.90093,0.91086,0.91285,0.90817,0.91753,0.9283,0.91695
"Q6UWP7",1.0025,0.99747,1.01844,0.96373,0.98768,0.97527,1.00007,1.00335,0.99299,1.00482,0.99141,0.99404,0.95969,0.95462,0.96132,0.9619,0.95405,0.95515,0.96213,0.98319,0.97797,0.98005,0.98829,0.99911,0.97471,0.97024
"Q6UWU4",0.9608,0.93827,0.94902,0.94933,0.96867,0.96838,0.95611,0.94753,0.96655,0.95975,0.9356,0.94836,0.94918,0.93955,0.95545,0.94134,0.95016,0.95736,0.95231,0.96643,0.96806,0.96751,0.95836,0.96733,0.9782,0.97685
"Q6UWY2",1.07116,1.07636,1.03421,1.07485,0.97954,1.05485,1.05742,1.05831,0.99168,1.03802,1.06948,1.06797,1.04027,1.04343,1.04666,1.03971,1.04816,1.08676,1.08634,1.02959059223143,1.02264367561463,1.02360144826228,1.01847,1.00534,1.03468,1.03522
"Q6UWZ7",0.91663,0.94814,0.92584,0.91036,0.89893,0.90679,0.91006,0.94791,0.93478,0.92182,0.93478,0.94292,0.91112,0.91119,0.90701,0.91188,0.91055,0.90475,0.90586,0.89118,0.88985,0.90273,0.89932,0.88362,0.90889,0.89901
"Q6UX04",1.04197,1.0506,1.06696,1.02187,1.02185,1.04876,1.03358,1.05361,1.05194,1.05077,1.04436,1.04268,1.00988,1.01304,1.0145,1.00666,1.02017,1.01553,1.01805,1.02886,1.03171,1.02462,1.00872,1.02714,1.04069,1.03191
"Q6UX53",1.09701,1.06111,1.02375,0.90239,1.11778,1.09584,1.09971,1.03884,1.06749,1.0279,1.05795,1.06378,0.9583,0.93645,0.95848,0.94764,0.97394,0.9091,0.90923,1.12388,1.1239,1.13252,1.11706,1.09481,1.09335,1.09703
"Q6UX65",0.88654,0.89282,0.886503249475554,0.88039,0.895686770735553,0.91576,0.90197,0.87425,0.887925795234761,0.88016547306554,0.87753,0.89503,0.86771,0.88763,0.91156,0.880921723176878,0.8751,0.86967,0.8459,0.92473,0.88124,0.899935157235054,0.89345,0.91252,0.90559,0.901887279106866
"Q6UXD5",0.83959,0.84868,0.82322,0.92191,0.84435,0.87348528389428,0.83422,0.84761,0.88286,0.87201,0.85014,0.86166,0.96839,0.9531,0.96275,0.9563,0.9455,0.91745,0.92452,0.87977,0.86545,0.87256,0.82855,0.85854,0.80906,0.81515
"Q6UXH1",0.99666,0.97547,0.94617,1.01267,1.00133,0.99281,0.98807,0.93494,0.98427,0.9266,0.96946,0.97207,1.01302,0.99435,0.99477,0.99737,1.00204,1.0172,1.02164,1.00356,0.99655,1.00504,1.00124,0.9852,0.99495,0.9869
"Q6UXN9",1.09159,1.1013,1.10034,1.1121,1.09512,1.10645,1.10543,1.09778,1.08454,1.08592,1.09906,1.09568,1.09466,1.09002,1.10133,1.10525,1.08866,1.10696,1.10113,1.11149,1.0952,1.10212,1.10773,1.11086,1.09557,1.09387
"Q6UXV4",1.0448,1.05453,1.04232,1.01828,1.05663,1.0538,1.04378,1.03764,1.0636,1.0461,1.04852,1.05606,1.04127,1.02973,1.03163,1.0271,1.03515,1.03056,1.03117,1.04878,1.04599,1.04979,1.06169,1.06419,1.05935,1.05372
"Q6V1X1",0.91202,0.89525,0.92136,0.91547,0.91749,0.92301,0.92289,0.91558,0.91452,0.92123,0.90597,0.90217,0.92831,0.91656,0.92226,0.91515,0.91785,0.92427,0.91721,0.92949,0.90959,0.92206,0.93268,0.94231,0.92441,0.91798
"Q6VMQ6",1.00599,1.00355,0.9987,1.00583,1.00141,1.00575,0.99348,1.0008,1.00166,1.00584,1.0007,0.99674,1.01134,1.00411,1.00832,1.00501,1.0134,1.01111,1.01509,1.01752,0.99414,1.00261,1.00922,1.00428,1.02606,1.01481
"Q6VN20",0.94375,0.93496,0.93465,0.97654,0.97483,0.9681,0.94224,0.93428,0.93674,0.94197,0.93469,0.93747,0.98082,0.97611,0.97884,0.97376,0.97706,0.97652,0.97875,0.97048,0.97061,0.96984,0.96467,0.96854,0.97244,0.96825
"Q6VY07",0.94897,0.94295,0.95355,0.8752,0.95626,0.94009,0.95393,0.94818,0.97001,0.94981,0.94796,0.94646,0.93339,0.91792,0.92773,0.92238,0.91712,0.8992,0.90142,0.94353,0.95113,0.94909,0.97571,0.96227,0.93878,0.93722
"Q6W2J9",0.89474,0.89504,0.89951,0.89702,0.90086,0.91663,0.89877,0.8905,0.89389,0.91043,0.89419,0.90048,0.9042,0.90609,0.90434,0.89846,0.90926,0.90692,0.90824,0.91687,0.92035,0.91605,0.90499,0.89941,0.92547,0.92114
"Q6WCQ1",0.90015,0.88289,0.8914,0.92122,0.9648,0.94178,0.89185,0.89819,0.91047,0.89906,0.90297,0.90081,0.93006,0.93453,0.92622,0.92962,0.91417,0.90986,0.91865,0.97013,0.96822,0.96467,0.9561,0.95319,0.94613,0.94468
"Q6WKZ4",1.05261,1.0382,1.03524,1.02223,1.04721,1.03386,1.04825,1.03413,1.04795,1.02267,1.0428,1.04487,1.01287,1.00857,1.01965,1.02227,1.00912,1.02132,1.02006,1.04136,1.04297,1.04589,1.04347,1.04423,1.03378,1.03321
"Q6XE24",0.98572,0.9856,0.9993,0.95082,0.98737,1.00139,0.98254,0.99508,0.98393,0.97558,0.98929,0.97846,0.93052,0.9249,0.95193,0.95455,0.9382,0.93634,0.92562,0.9876,0.95478,0.98514,0.99549,0.97952,1.00433,0.98171
"Q6XQN6",1.03212,1.01848,1.03726,1.0851,1.0995,1.11933,1.03405,1.0233,1.03755,1.01666,1.02452,1.02141,1.06993,1.0833,1.08188,1.07996,1.06292,1.07618,1.07045,1.09703,1.10176,1.10696,1.09778,1.10063,1.10683,1.10953
"Q6XZF7",1.00092,0.97926,0.98333,1.0041,1.02414,1.01266,0.99935,0.99523,1.01353,0.99863,0.98377,0.9852,1.01276,1.00139,1.00387,1.003,1.0015,1.00057,0.99961,1.03236,1.0305,1.02572,1.01044,1.01356,1.01131,1.00995
"Q6Y2X3",0.85414,0.88623,0.86791,0.87466,0.88542,0.87603,0.87764,0.87148,0.88535,0.876,0.87706,0.879866011370138,0.88119,0.89149,0.88509,0.87511,0.8752,0.89764,0.88965,0.881519108369431,0.85946,0.87384,0.87209,0.8854,0.88473,0.86799
"Q6Y7W6",1.06376,1.06223,1.06732,1.07465,1.02988,1.02244,1.0644,1.06701,1.06278,1.06169,1.06212,1.06369,1.06896,1.06823,1.07139,1.07175,1.06893,1.06534,1.06836,1.02467,1.00966,1.02362,1.01971,1.02775,1.02853,1.02346
"Q6YHU6",1.01944,1.02359,1.01776,1.01212,0.95515,0.96487,1.02314,1.02365,1.00581,1.01617,1.02312,1.02544,0.9997,0.99528,0.99819,0.99645,1.00012,1.01045,1.01591,0.96904,0.95973,0.96349,0.96519,0.97372,0.96999,0.96427
"Q6YN16",1.0443,1.05818,1.03153,1.0518,1.05944,1.05725,1.04335,1.02329,1.04797,1.04241,1.03743,1.04702,1.05946,1.04313,1.03472,1.03339,1.03748,1.06808,1.06631,1.04128,1.05582,1.06383,1.04379,1.05067,1.06103,1.05799
"Q6YP21",1.05079,1.05549,1.04876,1.0874,1.04662,1.04773,1.05209,1.04427,1.05275,1.05231,1.05626,1.05787,1.08799,1.08496,1.0904,1.09028,1.08414,1.09263,1.09557,1.04181,1.03155,1.03719,1.05965,1.04853,1.04917,1.04952
"Q6ZMG9",0.99006,0.98621,0.97254,1.00094,1.00878,0.99032,0.96889,0.974,0.97884,0.96942,0.96405,0.97897,0.99422,1.00521,0.98388,0.98789,0.97994,0.99362,1.00212,0.99659,1.01075,1.01121,1.01558,1,1.01727,1.01346
"Q6ZMI0",0.96234,0.94821,0.94906,0.97161,0.91661,0.93568,0.96659,0.95489,0.95855,0.95457,0.94801,0.9559,0.98696,0.9674,0.98244,0.97565,0.98389,0.96896,0.97091,0.93347,0.93009,0.93465,0.91849,0.9217,0.94155,0.93612
"Q6ZMZ3",1.02995,1.02497,1.03153,1.00443,0.97322,0.98106,1.04281,1.01829,0.99287,1.03968,1.02743,1.02797,1.03898,1.03348,1.02081,1.02609,1.03083,1.02426,1.02045,0.9902,0.99304,1.00275,0.97912,0.96363,1.00001,0.99899
"Q6ZN18",0.91833,0.91853,0.9289,0.89416,0.888625924760612,0.889847354117091,0.91857,0.9113,0.89765,0.89354,0.91303,0.91362,0.87928,0.90614,0.88267,0.89982,0.90598,0.89861,0.89583,0.89077,0.89152,0.88731,0.887477041819144,0.87137,0.89362,0.88872
"Q6ZN55",0.98864,0.99329,0.98674,0.99116,0.96945,0.96172,1.00163,0.99312,0.97215,0.9864,0.99946,0.99915,0.96231,0.96191,0.95847,0.98081,0.97266,0.99605,0.99668,0.95813,0.96407,0.97164,0.96195,0.96068,0.96397,0.96606
"Q6ZNB6",0.99511,0.98912,0.99686,0.95091,1.01401,0.98973,0.99134,1.00403,1.00052,0.9897,0.99557,0.98548,0.95794,0.96431,0.96513,0.98933,0.95388,0.95464,0.94624,1.00362,0.99863,1.00297,1.00168,1.01474,0.99245,0.99582
"Q6ZNJ1",0.93528,0.90561,0.92167,0.99692,1.0035,1.0041,0.9451,0.91821,0.91781,0.91505,0.90736,0.91108,1.00204,0.99632,0.99309,1.00203,0.99386,0.99688,0.99256,0.99766,0.99217,0.99647,0.98791,1.00967,1.0039,1.00307
"Q6ZNW5",0.91224,0.89494,0.8961,0.86229,0.90031,0.8986,0.93776,0.92369,0.93659,0.93841,0.9269,0.92839,0.9047,0.88915,0.8978,0.90355,0.88689,0.90065,0.902,0.93318,0.93185,0.93249,0.93588,0.93268,0.93164,0.92945
"Q6ZRI6",0.91787,0.91645,0.91073,0.96122,0.96165,0.94158,0.92948,0.9337,0.91427,0.93699,0.91646,0.92715,0.97116,0.96836,0.96783,0.96608,0.96348,0.96845,0.96687,0.96527,0.95966,0.96391,0.96576,0.96851,0.95982,0.95861
"Q6ZRP7",0.96669,0.96878,0.97722,0.97939,0.94716,0.95143,0.97013,0.97475,0.96504,0.97016,0.97125,0.97566,0.97046,0.96859,0.97665,0.97733,0.97567,0.97611,0.98131,0.94678,0.93552,0.93931,0.95624,0.96048,0.94778,0.94406
"Q6ZRQ5",0.98712,0.99222,0.9983,0.94404,0.98486,1.00198,0.98732,0.98094,0.98323,0.97877,0.98691,0.98716,0.94057,0.94025,0.9363,0.92751,0.95042,0.96002,0.96483,1.00145,1.00038,0.99496,0.98415,0.9952,1.01079,1.01066
"Q6ZRS2",1.10371,1.10413,1.09714,1.0736,1.10895,1.0925,1.10786,1.09794,1.11279,1.10303,1.10152,1.10806,1.09615,1.08923,1.09692,1.09185,1.09894,1.10121,1.09308,1.10846,1.1071,1.10937,1.11256,1.10975,1.1114,1.11195
"Q6ZS11",0.89724,0.89999,0.89179,0.91852,0.9082,0.92979,0.90775,0.88608,0.87823,0.87097,0.88813,0.88309,0.9124,0.8992,0.90962,0.91571,0.90275,0.90423,0.90862,0.9117,0.91708,0.91305,0.90717,0.91434,0.91462,0.90679
"Q6ZS81",1.01169,1.00907,0.99068,1.00686,1.02175,1.0281,1.01647,1.00045,1.00749,0.99883,1.0079,1.00769,1.01785,1.01451,1.01519,1.01543,1.01828,1.00851,1.00839,1.02896,1.02889,1.03501,1.02794,1.02112,1.02489,1.02242
"Q6ZSR9",0.96474,0.95115,0.94312,0.97868,0.9712,1.00188,0.95665,0.94516,0.95631,0.93026,0.94303,0.94825,0.9611,0.95474,0.97584,0.98389,0.9642,0.96936,0.9609,0.95443,0.96525,0.94407,0.99197,0.96471,0.97541,0.96383
"Q6ZSZ5",1.17675,1.1637,1.16637,1.18019,1.11513,1.12197,1.17892,1.17426,1.14787,1.17098,1.16024,1.16347,1.17355,1.16669,1.1701,1.18912,1.17078,1.17912,1.18192,1.09622,1.09254,1.09408,1.12719,1.12157,1.1268,1.12286
"Q6ZT12",0.86087,0.84993,0.84108,0.8766,0.87461,0.86698,0.85705,0.83507,0.84853,0.83648,0.83652,0.84247,0.87512,0.86003,0.86181,0.8704,0.87208,0.88438,0.88018,0.86673,0.85824,0.86055,0.85433,0.87249,0.86906,0.86548
"Q6ZTN6",0.89104,0.85836,0.88926,0.8811,0.95313,0.94648,0.89128,0.88686,0.91078,0.88978,0.8677,0.87076,0.88984,0.88461,0.87395,0.86129,0.88024,0.85757,0.87332,0.94862,0.93449,0.96921,0.96295,0.96492,0.94346,0.93892
"Q6ZTW0",0.88136,0.87312,0.872036227562117,0.91494,0.88496,0.86375,0.88359,0.86805,0.88348,0.87682,0.87095,0.88234,0.92316,0.90773,0.90667,0.90226,0.91423,0.91686,0.92904,0.88708,0.92078,0.88909,0.88313,0.88814,0.89946,0.89103
"Q6ZU65",0.85824,0.85838,0.84841,0.87808,0.8797,0.86495,0.86189,0.88095,0.87871,0.88736,0.8699,0.87622,0.89184,0.88569,0.87247,0.89081,0.90579,0.9052,0.90118,0.8823,0.89185,0.87743,0.8878,0.87248,0.8861,0.88325
"Q6ZU80",0.9044,0.91362,0.92458,0.89595,0.8811,0.91065,0.91183,0.93794,0.89236,0.93047,0.91832,0.92547,0.89438,0.89601,0.91408,0.89112,0.90397,0.90265,0.90764,0.89786,0.91633,0.91158,0.8882,0.87641,0.91244,0.92157
"Q6ZUJ8",1.03271,1.01639,1.01746,1.06975,1.04748,1.04234,1.03938,1.02103,1.02124,1.02904,1.01862,1.02318,1.07225,1.06316,1.06473,1.05826,1.06941,1.0746,1.07501,1.03051,1.0346,1.0438,1.04325,1.04578,1.04967,1.0513
"Q6ZUM4",0.95796,0.91914,0.93991,0.94729,0.9667,0.96572,0.96319,0.93871,0.96089,0.93816,0.92906,0.93397,0.96347,0.95423,0.95148,0.95308,0.96044,0.95683,0.9566,0.98585,0.98603,0.98355,0.97628,0.98047,0.97036,0.96917
"Q6ZUT1",0.95407,0.94538,0.94568,0.95969,0.95181,0.94336,0.93735,0.93157,0.95617,0.95497,0.94368,0.9433,0.95821,0.94991,0.97003,0.95889,0.95783,0.95406,0.95841,0.94692,0.94489,0.93531,0.94009,0.95561,0.94029,0.93735
"Q6ZVK8",0.95996,0.94577,0.94606,0.99333,0.98877,0.99772,0.96913,0.93888,0.9731,0.94756,0.93779,0.95054,1.03439,1.00262,1.01539,1.0254,1.02713,1.00476,1.00195,0.98847,0.98701,0.99898,1.00189,0.97574,0.99542,0.99455
"Q6ZVM7",0.8968,0.90206,0.899433632814397,0.96296,0.92986,0.94488,0.906440363485827,0.88798,0.92158,0.90278,0.899054721836457,0.88992,0.97672,0.96221,0.96171,0.96698,0.96238,0.96739,0.96652,0.94312,0.92582,0.93505,0.9373,0.94321,0.94333,0.93619
"Q6ZW49",0.9259,0.93252,0.93503,0.91827,0.93559,0.94698,0.93518,0.93375,0.92426,0.93126,0.93305,0.93763,0.93252,0.93411,0.92624,0.93378,0.9335,0.93329,0.92436,0.94125,0.9506,0.94156,0.94386,0.93073,0.94473,0.94516
"Q6ZWJ1",0.84333,0.86309,0.86873,0.85055,0.8679,0.88723,0.8612,0.87097,0.84398,0.852596795311918,0.853954085735554,0.83149,0.849857832957775,0.84861,0.84583,0.84945,0.848252729456491,0.852908810572124,0.82594,0.88552,0.872300208785104,0.86672,0.87293,0.8834,0.88233,0.86503
"Q6ZXV5",0.80844,0.76229,0.81815,0.80935,0.79915,0.79143,0.81221,0.80021,0.805,0.79624,0.81849,0.79343,0.81072,0.79579,0.80313,0.78017,0.80105,0.80096,0.83494,0.794913118559387,0.77695,0.78488,0.79291,0.78902,0.79653,0.79198
"Q6ZYL4",1.03824,1.03552,1.02915,1.03268,1.0245,1.00948,1.0352,1.02726,1.03525,1.02927,1.02842,1.02921,1.03962,1.02209,1.02941,1.03039,1.03591,1.03573,1.0319,1.01866,1.02398,1.00441,1.01803,1.01838,1.02607,1.01656
"Q709C8",1.06619,1.07491,1.06618,1.07126,1.04,1.06437,1.07109,1.06417,1.05987,1.08264,1.07332,1.07435,1.06852,1.06577,1.07134,1.07582,1.06865,1.06982,1.06849,1.05701,1.04802,1.05407,1.05897,1.05199,1.06378,1.05887
